Date,CampaignId,CampaignName,AdGroupName,CriterionType,MatchType,TargetingCategory,Criterion,Query,Cost,WeightedImpressions,Clicks,Bounces,Calls_F,Calls_A,B24_F,B24_A,Forms_F,Forms_A,EMails_F,EMails_A,GoalsFC,GoalsLC
2023-06-28,89440325,[поиск] Бренд. ТГ,мастерслух,KEYWORD,KEYWORD,COMPETITOR,мастер слух -аккамуляторы -батарейки,мастер слух краснодар железнодорожная телефон регистратуры,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-28,89440325,[поиск] Бренд. ТГ,мастерслух,KEYWORD,KEYWORD,COMPETITOR,мастер слух -аккамуляторы -батарейки,мастер слух медцентр клиника,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-28,89440325,[поиск] Бренд. ТГ,мастерслух,KEYWORD,KEYWORD,COMPETITOR,мастер слух -аккамуляторы -батарейки,мастер слух новороссийск,52.29,1.95,1,1,0,0,0,0,0,0,0,0,0,0
2023-06-28,89440325,[поиск] Бренд. ТГ,мастерслух,KEYWORD,KEYWORD,COMPETITOR,мастер слух новороссийск,мастер слух новороссийск,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-28,89440325,[поиск] Бренд. ТГ,мастерслух,KEYWORD,KEYWORD,ALTERNATIVE,мастер слух -аккамуляторы -батарейки,мастер слух черняк,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-28,89440325,[поиск] Бренд. ТГ,мастерслух,KEYWORD,KEYWORD,EXACT,мастер слух -аккамуляторы -батарейки -новороссийск,мастер слуха,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-28,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,EXACT,---autotargeting,сурдолог краснодар,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-28,89609685,[поиск] Батарейки. ТГ,батарейки 312,KEYWORD,KEYWORD,EXACT,батарейка 312 +для слуховых аппаратов -купить,батарейки zenipower 312 pr41 для слухового аппарата,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-28,89609685,[поиск] Батарейки. ТГ,батарейки 675,KEYWORD,KEYWORD,UNKNOWN,батарейка 675 для слуховых аппаратов -!для -аналог -купить -тип,слуховой аппарат батарейка 675,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89167533,[поиск] Слуховые аппараты. Вендоры. ТГ,siemens,KEYWORD,KEYWORD,EXACT,слуховой аппарат siemens -intuis -motion -signia -купить -цена -цифровой,корпус слухового аппарата siemens,0,2.82,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89167533,[поиск] Слуховые аппараты. Вендоры. ТГ,phonak - bolero,KEYWORD,KEYWORD,ALTERNATIVE,phonak bolero,phonak bolero b70 sp цена,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89167533,[поиск] Слуховые аппараты. Вендоры. ТГ,phonak - naida,KEYWORD,KEYWORD,ALTERNATIVE,phonak naida,phonak naida p70,65.16,2.37,1,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89167533,[поиск] Слуховые аппараты. Вендоры. ТГ,phonak - sky,KEYWORD,KEYWORD,ALTERNATIVE,phonak sky,phonak sky,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89167533,[поиск] Слуховые аппараты. Вендоры. ТГ,siemens - motion,KEYWORD,KEYWORD,EXACT,siemens motion,siemens motion 100 p и его аналоги,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89167533,[поиск] Слуховые аппараты. Вендоры. ТГ,siemens - motion,KEYWORD,KEYWORD,UNKNOWN,siemens motion,siemens motion 100 p и его аналоги,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89167533,[поиск] Слуховые аппараты. Вендоры. ТГ,siemens - motion,KEYWORD,KEYWORD,UNKNOWN,siemens motion,siemens motion 100 p и его реплика,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89167533,[поиск] Слуховые аппараты. Вендоры. ТГ,siemens - motion,KEYWORD,KEYWORD,UNKNOWN,siemens motion,реплика siemens motion 100 p,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89167533,[поиск] Слуховые аппараты. Вендоры. ТГ,siemens - motion,KEYWORD,KEYWORD,EXACT,слуховой аппарат siemens motion,слуховой аппарат siemens motion 100p,27.66,0.94,1,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,COMPETITOR,---autotargeting,академия слуха краснодар,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,ACCESSORY,---autotargeting,восстановление слуха,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,ACCESSORY,---autotargeting,высокочастотная сенсорная тугоухость,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,COMPETITOR,---autotargeting,док брейн краснодар клиника,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,KEYWORD,KEYWORD,COMPETITOR,мастер слух -аккамуляторы -батарейки -новороссийск,железнодорожная мастер слуха краснодар медцентр клиника,85.93,1,1,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,ACCESSORY,---autotargeting,из за чего болят уши и слух ухудшается,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,ACCESSORY,---autotargeting,классификация степени тугоухости,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,ALTERNATIVE,---autotargeting,клиника имени федорова краснодар,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,KEYWORD,KEYWORD,COMPETITOR,мастер слух -аккамуляторы -батарейки -новороссийск,клиника мастер слух сурдолог краснодар,98.08,1.12,1,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,KEYWORD,KEYWORD,ALTERNATIVE,мастер слух -аккамуляторы -батарейки -новороссийск,клиника мастер слух сурдолог краснодар телефон,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,COMPETITOR,---autotargeting,клиника нью вижн в краснодаре,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,COMPETITOR,---autotargeting,клиника нью вижн краснодар,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,COMPETITOR,---autotargeting,клиника слуха на индустриальной,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,COMPETITOR,---autotargeting,клиника триз краснодар красных партизан,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,COMPETITOR,---autotargeting,клиника федорова в краснодаре,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,COMPETITOR,---autotargeting,клиника федорова в краснодаре цены,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,COMPETITOR,---autotargeting,клиника федорова краснодар,130.69,10.52,1,2,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,COMPETITOR,---autotargeting,клиника федорова краснодар телефон,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,COMPETITOR,---autotargeting,краснодар клиника три з,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,COMPETITOR,---autotargeting,краснодар клиника федорова,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,EXACT,---autotargeting,краснодар подбор слуховой аппарат,64.98,0.87,1,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,EXACT,---autotargeting,купить слуховой аппарат,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,EXACT,---autotargeting,купить слуховой аппарат в городе краснодаре,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,EXACT,---autotargeting,купить слуховой аппарат в краснодаре цены адреса,24.38,0.74,1,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,COMPETITOR,---autotargeting,купить слуховой аппарат на валберис,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,ACCESSORY,---autotargeting,лечение глаз в краснодаре,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,ACCESSORY,---autotargeting,лопнули барабанные перепонки,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,KEYWORD,KEYWORD,BROADER,мастер слух -аккамуляторы -батарейки -новороссийск,мастер слух,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,KEYWORD,KEYWORD,COMPETITOR,мастер слух -аккамуляторы -батарейки -новороссийск,мастер слух,54.91,1.07,1,1,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,KEYWORD,KEYWORD,EXACT,мастер слух -аккамуляторы -батарейки -новороссийск,мастер слух,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,KEYWORD,KEYWORD,COMPETITOR,мастер слух -аккамуляторы -батарейки -новороссийск,мастер слух армавир,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,KEYWORD,KEYWORD,BROADER,мастер слух новороссийск,мастер слух в новороссийске,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,KEYWORD,KEYWORD,UNKNOWN,мастер слух -аккамуляторы -батарейки -новороссийск,мастер слух железнодорожная 2 1,58.88,0.93,1,1,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,EXACT,---autotargeting,мастер слух красная 154 краснодар,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,KEYWORD,KEYWORD,COMPETITOR,мастер слух -аккамуляторы -батарейки -новороссийск,мастер слух краснодар,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,KEYWORD,KEYWORD,EXACT,мастер слух -аккамуляторы -батарейки -новороссийск,мастер слух краснодар,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,KEYWORD,KEYWORD,COMPETITOR,мастер слух -аккамуляторы -батарейки -новороссийск,мастер слух краснодар адрес,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,KEYWORD,KEYWORD,COMPETITOR,мастер слух -аккамуляторы -батарейки -новороссийск,мастер слух краснодар адреса и телефоны,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,KEYWORD,SYNONYM,COMPETITOR,мастерслух -аккамуляторы -батарейки,мастер слух краснодар красная,41.7,2.19,1,4,1,1,0,0,0,0,0,0,1,1
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,KEYWORD,KEYWORD,COMPETITOR,мастер слух -аккамуляторы -батарейки -новороссийск,мастер слух медцентр клиника,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,KEYWORD,KEYWORD,COMPETITOR,мастер слух новороссийск,мастер слух новороссийск,88.36,2.81,1,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,KEYWORD,KEYWORD,COMPETITOR,мастер слух -аккамуляторы -батарейки -новороссийск,мастер слуха,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,KEYWORD,KEYWORD,EXACT,мастер слух -аккамуляторы -батарейки -новороссийск,мастер слуха,50.21,0.75,1,1,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,KEYWORD,KEYWORD,COMPETITOR,мастер слух -аккамуляторы -батарейки -новороссийск,мастер слуха краснодар,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,KEYWORD,KEYWORD,UNKNOWN,мастер слух -аккамуляторы -батарейки -новороссийск,мастер слуха краснодар,67.67,1.04,1,1,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,KEYWORD,KEYWORD,COMPETITOR,мастер слух -аккамуляторы -батарейки -новороссийск,мастер слуха прас,68.4,1.23,1,2,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,KEYWORD,KEYWORD,EXACT,мастер слух -аккамуляторы -батарейки -новороссийск,мастер слуха прас,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,KEYWORD,KEYWORD,BROADER,мастерслух -аккамуляторы -батарейки,мастерслух краснодар,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,KEYWORD,KEYWORD,BROADER,мастерслух -аккамуляторы -батарейки,мастерслух краснодар железнодорожная,27.59,1.03,1,2,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,ALTERNATIVE,---autotargeting,многопрофильная клиника краснодар на карте,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,ACCESSORY,---autotargeting,нейросенсорная несиндромальная тугоухость,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,ACCESSORY,---autotargeting,нейросенсорная тугоухость,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,COMPETITOR,---autotargeting,нью вижн клиника в краснодаре,0,4.43,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,COMPETITOR,---autotargeting,нью вижн клиника в краснодаре адрес,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,COMPETITOR,---autotargeting,нью вижн клиника в краснодаре официальный,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,EXACT,---autotargeting,подбор слуховых аппаратов в краснодаре,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,ACCESSORY,---autotargeting,причины втянутой барабанной перепонки у детей,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,ACCESSORY,---autotargeting,проблему со слухом звук шипения в ушах,0,1.71,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,EXACT,---autotargeting,проверить слух краснодар,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,ACCESSORY,---autotargeting,проверка слуха ребенку,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,ACCESSORY,---autotargeting,проверка слуха ребенку при отсутствии речи,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,ACCESSORY,---autotargeting,сенсоневральная тугоухость лечение,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,EXACT,---autotargeting,слуховой аппарат,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,EXACT,---autotargeting,слуховой аппарат купить в краснодаре,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,EXACT,---autotargeting,слуховые аппараты в краснодаре,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,EXACT,---autotargeting,слуховые аппараты краснодар,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,EXACT,---autotargeting,слуховые аппараты технические характеристики,0,2.97,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,ALTERNATIVE,---autotargeting,сурдолог отоларинголог краснодар,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,COMPETITOR,---autotargeting,триз клиника краснодар,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,COMPETITOR,---autotargeting,триз клиника краснодар красных партизан,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,ACCESSORY,---autotargeting,тяжесть в ухе при тугоухости,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,ACCESSORY,---autotargeting,характеристика слухового аппарата ахон к 86,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,EXACT,---autotargeting,центр слуха,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,мастерслух,AUTOTARGETING,NONE,EXACT,---autotargeting,чем отличаются слуховые аппараты,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,89440325,[поиск] Бренд. ТГ,ретаргетинг - мастерслух,KEYWORD,KEYWORD,ALTERNATIVE,мастер слух,мастер слух краснодар 1 мая,91.21,1.07,1,4,0,0,0,0,0,0,0,0,0,0
2023-06-29,89609685,[поиск] Батарейки. ТГ,батарейки 13,KEYWORD,KEYWORD,EXACT,батарейка 13 для слуховых аппаратов -!для -phonak -signia -widex -аналог -купить -тип -цена,сколько стоят батарейки номер 13 на слуховой аппарат,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-30,89167533,[поиск] Слуховые аппараты. Вендоры. ТГ,siemens,AUTOTARGETING,NONE,EXACT,---autotargeting,аналоговые аппараты слуховые краснодар,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-30,89167533,[поиск] Слуховые аппараты. Вендоры. ТГ,siemens,AUTOTARGETING,NONE,COMPETITOR,---autotargeting,аурика слуховые аппараты официальный сайт,76.54,1.15,1,0,0,0,0,0,0,0,0,0,0,0
2023-06-30,89167533,[поиск] Слуховые аппараты. Вендоры. ТГ,siemens,AUTOTARGETING,NONE,EXACT,---autotargeting,бывают ли надкостные слуховые аппараты,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-30,89167533,[поиск] Слуховые аппараты. Вендоры. ТГ,siemens,AUTOTARGETING,NONE,COMPETITOR,---autotargeting,империя слуха анапа,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-30,89167533,[поиск] Слуховые аппараты. Вендоры. ТГ,siemens,AUTOTARGETING,NONE,EXACT,---autotargeting,купить слуховой аппарат в краснодаре цены адреса,162.85,2.12,2,2,0,0,0,0,0,0,0,0,0,0
2023-06-30,89167533,[поиск] Слуховые аппараты. Вендоры. ТГ,siemens,AUTOTARGETING,NONE,EXACT,---autotargeting,купить слуховой аппарат в красноярске цены адреса,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-30,89167533,[поиск] Слуховые аппараты. Вендоры. ТГ,siemens,AUTOTARGETING,NONE,EXACT,---autotargeting,купить слуховой аппарат в яблоновском,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-30,89167533,[поиск] Слуховые аппараты. Вендоры. ТГ,siemens,AUTOTARGETING,NONE,EXACT,---autotargeting,надкостные слуховые аппараты,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-30,89167533,[поиск] Слуховые аппараты. Вендоры. ТГ,siemens,AUTOTARGETING,NONE,ACCESSORY,---autotargeting,нарушение слуха,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0
