Date,AdNetworkType,CampaignName,AdGroupName,AdFormat,AdId,Slot,WeightedImpressions,Clicks,Sessions,Bounces,Cost,Calls_F,Calls_A,B24_F,B24_A,Forms_F,Forms_A,EMails_F,EMails_A,GoalsFC,GoalsLC,TextAdTitle,TextAdTitle2,TextAdText,TextAdHref
2023-06-29,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,siemens - motion,TEXT,14430280341,PREMIUMBLOCK,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Слуховые аппараты Siemens Motion,Медцентр МастерСлух™,Слуховые аппараты Siemens для детей и взрослых. Узнайте больше,https://mastersluh-krasnodar.ru/product/slukhovye-apparaty/signia-siemens/siemens-motion/
2023-06-29,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,siemens - motion,TEXT,14430280342,PREMIUMBLOCK,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Слуховые аппараты Siemens Motion,Медцентр МастерСлух™,Бесплатная настройка аппарата Siemens в течение года. Узнайте больше,https://mastersluh-krasnodar.ru/product/slukhovye-apparaty/signia-siemens/siemens-motion/
2023-06-29,SEARCH,[поиск] Бренд. ТГ,--,TEXT,--,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2023-06-29,SEARCH,[поиск] Бренд. ТГ,мастерслух,TEXT,14432395289,PREMIUMBLOCK,1.04,1,1,1,67.67,0,0,0,0,0,0,0,0,0,0,МастерСлух™ официальный сайт,Медцентры в Краснодаре,260 моделей от проверенных брендов в наличии. Бесплатная настройка. Узнайте больше.,https://mastersluh-krasnodar.ru/
2023-06-29,SEARCH,[поиск] Бренд. ТГ,мастерслух,TEXT,14432395290,ALONE,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,МастерСлух™ официальный сайт,Медцентры в Краснодаре,Слуховые аппараты для детей и взрослых с любой степенью потери слуха. Выбирайте.,https://mastersluh-krasnodar.ru/
2023-06-29,SEARCH,[поиск] Бренд. ТГ,мастерслух,TEXT,14432395290,PREMIUMBLOCK,14.96,1,4,2,27.59,0,0,0,0,0,0,0,0,0,0,МастерСлух™ официальный сайт,Медцентры в Краснодаре,Слуховые аппараты для детей и взрослых с любой степенью потери слуха. Выбирайте.,https://mastersluh-krasnodar.ru/
2023-06-29,SEARCH,[поиск] Бренд. ТГ,мастерслух,TEXT,14432395292,ALONE,7.72,1,2,1,58.88,0,0,0,0,0,0,0,0,0,0,МастерСлух™ официальный сайт,Медцентры в Краснодаре,260 моделей. Бесплатная настройка. Узнайте больше.,https://mastersluh-krasnodar.ru/
2023-06-29,SEARCH,[поиск] Бренд. ТГ,мастерслух,TEXT,14432395292,OTHER,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,МастерСлух™ официальный сайт,Медцентры в Краснодаре,260 моделей. Бесплатная настройка. Узнайте больше.,https://mastersluh-krasnodar.ru/
2023-06-29,SEARCH,[поиск] Бренд. ТГ,мастерслух,TEXT,14432395292,PREMIUMBLOCK,31.96,1,2,2,130.69,0,0,0,0,0,0,0,0,0,0,МастерСлух™ официальный сайт,Медцентры в Краснодаре,260 моделей. Бесплатная настройка. Узнайте больше.,https://mastersluh-krasnodar.ru/
2023-06-29,SEARCH,[поиск] Бренд. ТГ,мастерслух,TEXT,14432395293,ALONE,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,МастерСлух™ официальный сайт,Медцентры в Краснодаре,Слуховые аппараты для детей и взрослых. Узнайте больше.,https://mastersluh-krasnodar.ru/
2023-06-29,SEARCH,[поиск] Бренд. ТГ,мастерслух,TEXT,14432395293,PREMIUMBLOCK,31.22,8,30,8,491.01,1,1,0,0,0,0,0,0,1,1,МастерСлух™ официальный сайт,Медцентры в Краснодаре,Слуховые аппараты для детей и взрослых. Узнайте больше.,https://mastersluh-krasnodar.ru/
2023-06-29,SEARCH,[поиск] Бренд. ТГ,мастерслух,TEXT,14432395294,OTHER,2,1,0,0,85.93,0,0,0,0,0,0,0,0,0,0,МастерСлух™ официальный сайт,Медцентры в Краснодаре,Бесплатная настройка слухового аппарата в течение года. Узнайте больше!,https://mastersluh-krasnodar.ru/
2023-06-29,SEARCH,[поиск] Бренд. ТГ,мастерслух,TEXT,14432395294,PREMIUMBLOCK,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,МастерСлух™ официальный сайт,Медцентры в Краснодаре,Бесплатная настройка слухового аппарата в течение года. Узнайте больше!,https://mastersluh-krasnodar.ru/
2023-06-29,SEARCH,[поиск] Бренд. ТГ,ретаргетинг - мастерслух,TEXT,14432395296,PREMIUMBLOCK,1.07,1,6,4,91.21,0,0,0,0,0,0,0,0,0,0,МастерСлух™ официальный сайт,Медцентры в Краснодаре,Бесплатная настройка аппарата в течение года. Узнать подробнее,https://mastersluh-krasnodar.ru/sales/besplatnie-nastroiki-sluxovix-apparatov/
2023-06-29,SEARCH,[поиск] Батарейки. ТГ,батарейки 13,TEXT,14463722246,PREMIUMBLOCK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Батарейки для слуховых аппаратов тип 13,"Phonak, Siemens, Widex, Signia","В наличии батарейки 10, 13, 312, 675. В упаковке 6 шт.",https://mastersluh-krasnodar.ru/product/aksessuary-dlya-slukhovykh-apparatov/batareyki-dlya-slukhovykh-apparatov/13/
2023-06-30,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,siemens,TEXT,14382201681,OTHER,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Слуховые аппараты Siemens,Медцентр МастерСлух™,Слуховые аппараты Siemens для детей и взрослых. Узнайте больше,https://mastersluh-krasnodar.ru/product/slukhovye-apparaty/signia-siemens/
2023-06-30,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,siemens,TEXT,14382201681,PREMIUMBLOCK,28.76,6,21,6,511.32,0,0,0,0,0,0,0,0,0,0,Слуховые аппараты Siemens,Медцентр МастерСлух™,Слуховые аппараты Siemens для детей и взрослых. Узнайте больше,https://mastersluh-krasnodar.ru/product/slukhovye-apparaty/signia-siemens/
2023-06-30,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,phonak - audeo - marvel,TEXT,14430280295,PREMIUMBLOCK,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Слуховые аппараты Phonak Marvel,Медцентр МастерСлух™,Современные технологии и швейцарское качество аппаратов Phonak. Узнайте большей,https://mastersluh-krasnodar.ru/product/slukhovye-apparaty/slukhovye-apparaty-marvel/
2023-06-30,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,phonak - baseo,TEXT,14430280301,PREMIUMBLOCK,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Слуховые аппараты Phonak Baseo,Медцентр МастерСлух™,Современные технологии и швейцарское качество аппаратов Phonak. Узнайте большей,https://mastersluh-krasnodar.ru/product/slukhovye-apparaty/phonak/baseo/
2023-06-30,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,phonak - naida,TEXT,14430280316,ALONE,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Слуховые аппараты Phonak Naida,Медцентр МастерСлух™,Швейцарское качество аппаратов Phonak. Узнайте больше,https://mastersluh-krasnodar.ru/product/slukhovye-apparaty/phonak/naida/
2023-06-30,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,phonak - naida,TEXT,14430280316,PREMIUMBLOCK,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Слуховые аппараты Phonak Naida,Медцентр МастерСлух™,Швейцарское качество аппаратов Phonak. Узнайте больше,https://mastersluh-krasnodar.ru/product/slukhovye-apparaty/phonak/naida/
2023-06-30,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,phonak - naida,TEXT,14430280317,ALONE,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Слуховые аппараты Phonak Naida,Медцентр МастерСлух™,Слуховые аппараты Phonak для детей и взрослых. Узнайте больше,https://mastersluh-krasnodar.ru/product/slukhovye-apparaty/phonak/naida/
2023-06-30,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,signia - motion,TEXT,14430280380,PREMIUMBLOCK,1.02,1,1,0,82.01,0,0,0,0,0,0,0,0,0,0,Слуховые аппараты Signia Motion,Медцентр МастерСлух™,Подберем аппарат Signia нужной мощности для ребёнка и взрослого. Узнайте больше,https://mastersluh-krasnodar.ru/product/slukhovye-apparaty/signia-siemens/signia-motion/
2023-06-30,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,ремаркетинг - widex,TEXT,14431553806,PREMIUMBLOCK,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Слуховые аппараты Widex,Медцентр МастерСлух™,Бесплатная настройка аппарата в течение года. Узнать подробнее,https://mastersluh-krasnodar.ru/sales/besplatnie-nastroiki-sluxovix-apparatov/
2023-06-30,SEARCH,[поиск] Бренд. ТГ,мастерслух,TEXT,14432395289,PREMIUMBLOCK,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,МастерСлух™ официальный сайт,Медцентры в Краснодаре,260 моделей от проверенных брендов в наличии. Бесплатная настройка. Узнайте больше.,https://mastersluh-krasnodar.ru/
2023-06-30,SEARCH,[поиск] Бренд. ТГ,мастерслух,TEXT,14432395290,ALONE,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,МастерСлух™ официальный сайт,Медцентры в Краснодаре,Слуховые аппараты для детей и взрослых с любой степенью потери слуха. Выбирайте.,https://mastersluh-krasnodar.ru/
2023-06-30,SEARCH,[поиск] Бренд. ТГ,мастерслух,TEXT,14432395290,PREMIUMBLOCK,3.11,1,3,1,49.69,0,0,0,0,0,0,0,0,0,0,МастерСлух™ официальный сайт,Медцентры в Краснодаре,Слуховые аппараты для детей и взрослых с любой степенью потери слуха. Выбирайте.,https://mastersluh-krasnodar.ru/
2023-06-30,SEARCH,[поиск] Бренд. ТГ,мастерслух,TEXT,14432395292,OTHER,1.08,1,0,0,81.41,0,0,0,0,0,0,0,0,0,0,МастерСлух™ официальный сайт,Медцентры в Краснодаре,260 моделей. Бесплатная настройка. Узнайте больше.,https://mastersluh-krasnodar.ru/
2023-06-30,SEARCH,[поиск] Бренд. ТГ,мастерслух,TEXT,14432395292,PREMIUMBLOCK,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,МастерСлух™ официальный сайт,Медцентры в Краснодаре,260 моделей. Бесплатная настройка. Узнайте больше.,https://mastersluh-krasnodar.ru/
2023-06-30,SEARCH,[поиск] Бренд. ТГ,мастерслух,TEXT,14432395292,SUGGEST,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,МастерСлух™ официальный сайт,Медцентры в Краснодаре,260 моделей. Бесплатная настройка. Узнайте больше.,https://mastersluh-krasnodar.ru/
2023-06-30,SEARCH,[поиск] Бренд. ТГ,мастерслух,TEXT,14432395293,ALONE,0.98,1,4,3,57.21,0,1,0,0,0,0,0,0,0,1,МастерСлух™ официальный сайт,Медцентры в Краснодаре,Слуховые аппараты для детей и взрослых. Узнайте больше.,https://mastersluh-krasnodar.ru/
2023-06-30,SEARCH,[поиск] Бренд. ТГ,мастерслух,TEXT,14432395293,OTHER,1.08,1,0,0,69,0,0,0,0,0,0,0,0,0,0,МастерСлух™ официальный сайт,Медцентры в Краснодаре,Слуховые аппараты для детей и взрослых. Узнайте больше.,https://mastersluh-krasnodar.ru/
2023-06-30,SEARCH,[поиск] Бренд. ТГ,мастерслух,TEXT,14432395293,PREMIUMBLOCK,6.47,1,8,0,77.55,0,0,0,0,0,0,1,1,1,1,МастерСлух™ официальный сайт,Медцентры в Краснодаре,Слуховые аппараты для детей и взрослых. Узнайте больше.,https://mastersluh-krasnodar.ru/
2023-06-30,SEARCH,[поиск] Бренд. ТГ,мастерслух,TEXT,14432395294,OTHER,1.08,1,0,0,10.78,0,0,0,0,0,0,0,0,0,0,МастерСлух™ официальный сайт,Медцентры в Краснодаре,Бесплатная настройка слухового аппарата в течение года. Узнайте больше!,https://mastersluh-krasnodar.ru/
2023-06-30,SEARCH,[поиск] Бренд. ТГ,мастерслух,TEXT,14432395294,PREMIUMBLOCK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,МастерСлух™ официальный сайт,Медцентры в Краснодаре,Бесплатная настройка слухового аппарата в течение года. Узнайте больше!,https://mastersluh-krasnodar.ru/
2023-06-30,SEARCH,[поиск] Батарейки. ТГ,батарейки,TEXT,14462238678,PREMIUMBLOCK,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Батарейки для слуховых аппаратов,"Phonak, Siemens, Widex, Signia","Покупка: Наличные, Б/Н. Доставка курьером / самовывоз.",https://mastersluh-krasnodar.ru/product/aksessuary-dlya-slukhovykh-apparatov/batareyki-dlya-slukhovykh-apparatov/
2023-07-01,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,--,TEXT,--,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2023-07-01,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,phonak,TEXT,14382201671,ALONE,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Слуховые аппараты Phonak,Медцентр МастерСлух™,Современные технологии и швейцарское качество аппаратов Phonak. Узнайте большей,https://mastersluh-krasnodar.ru/product/slukhovye-apparaty/phonak/
2023-07-01,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,phonak,TEXT,14382201676,SUGGEST,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Слуховые аппараты Phonak,Медцентр МастерСлух™,Бесплатная настройка аппарата Phonak в течение года. Узнайте больше,https://mastersluh-krasnodar.ru/product/slukhovye-apparaty/phonak/
2023-07-01,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,siemens,TEXT,14382201678,PREMIUMBLOCK,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Слуховые аппараты Siemens,Медцентр МастерСлух™,Подберем аппарат Siemens нужной мощности для ребёнка и взрослого. Узнайте больше,https://mastersluh-krasnodar.ru/product/slukhovye-apparaty/signia-siemens/
2023-07-01,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,siemens,TEXT,14382201681,OTHER,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Слуховые аппараты Siemens,Медцентр МастерСлух™,Слуховые аппараты Siemens для детей и взрослых. Узнайте больше,https://mastersluh-krasnodar.ru/product/slukhovye-apparaty/signia-siemens/
2023-07-01,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,siemens,TEXT,14382201681,PREMIUMBLOCK,27.46,4,12,8,173.79,0,0,0,0,0,0,0,0,0,0,Слуховые аппараты Siemens,Медцентр МастерСлух™,Слуховые аппараты Siemens для детей и взрослых. Узнайте больше,https://mastersluh-krasnodar.ru/product/slukhovye-apparaty/signia-siemens/
2023-07-01,SEARCH,[поиск] Бренд. ТГ,ретаргетинг - мастерслух,TEXT,14432395296,ALONE,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,МастерСлух™ официальный сайт,Медцентры в Краснодаре,Бесплатная настройка аппарата в течение года. Узнать подробнее,https://mastersluh-krasnodar.ru/sales/besplatnie-nastroiki-sluxovix-apparatov/
2023-07-01,SEARCH,[поиск] Бренд. ТГ,ретаргетинг - мастерслух,TEXT,14432395296,PREMIUMBLOCK,1.86,1,0,0,86.89,0,0,0,0,0,0,0,0,0,0,МастерСлух™ официальный сайт,Медцентры в Краснодаре,Бесплатная настройка аппарата в течение года. Узнать подробнее,https://mastersluh-krasnodar.ru/sales/besplatnie-nastroiki-sluxovix-apparatov/
2023-07-01,SEARCH,[поиск] Бренд. ТГ,ретаргетинг - мастерслух,TEXT,14432395296,SUGGEST,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,МастерСлух™ официальный сайт,Медцентры в Краснодаре,Бесплатная настройка аппарата в течение года. Узнать подробнее,https://mastersluh-krasnodar.ru/sales/besplatnie-nastroiki-sluxovix-apparatov/
2023-07-01,SEARCH,[поиск] Батарейки. ТГ,батарейки 675,TEXT,14463722255,PREMIUMBLOCK,1.04,1,2,0,33.51,0,0,0,0,0,0,0,0,0,0,Батарейки для слуховых аппаратов тип 675,"Phonak, Siemens, Widex, Signia","В наличии батарейки 10, 13, 312, 675 в упаковках по 6 шт. Только проверенные бренды",https://mastersluh-krasnodar.ru/product/aksessuary-dlya-slukhovykh-apparatov/batareyki-dlya-slukhovykh-apparatov/675/
2023-07-01,SEARCH,[поиск] Батарейки. ТГ,батарейки 675,TEXT,14463722258,PREMIUMBLOCK,2.07,1,4,1,81.22,0,0,0,0,0,0,0,0,0,0,Батарейки тип 675,для слуховых аппаратов,"В наличии батарейки 10, 13, 312, 675. В упаковке 6 шт.",https://mastersluh-krasnodar.ru/product/aksessuary-dlya-slukhovykh-apparatov/batareyki-dlya-slukhovykh-apparatov/675/
