Date,AdNetworkType,CampaignName,CampaignType,AdGroupName,WeightedImpressions,Clicks,Sessions,Bounces,Cost,Calls_F,Calls_A,B24_F,B24_A,Forms_F,Forms_A,EMails_F,EMails_A,GoalsFC,GoalsLC
2023-06-30,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak - baseo,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-30,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak - naida,3.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-30,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,signia - motion,1.02,1,1,0,82.01,0,0,0,0,0,0,0,0,0,0
2023-06-30,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,ремаркетинг - widex,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-30,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,мастерслух,24.22,6,15,4,345.65,0,1,0,0,0,0,1,1,1,2
2023-06-30,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-01,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-01,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-01,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,siemens,28.57,4,12,8,173.79,0,0,0,0,0,0,0,0,0,0
2023-07-01,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,ретаргетинг - мастерслух,3.81,1,0,0,86.89,0,0,0,0,0,0,0,0,0,0
2023-07-01,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки 675,4.13,3,8,2,168.19,0,0,0,0,0,0,0,0,0,0
2023-07-02,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-02,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak,3.03,1,2,0,60.19,0,0,0,0,0,0,0,0,0,0
2023-07-02,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,siemens,23.15,5,7,3,712.78,0,0,0,0,0,0,0,0,0,0
2023-07-02,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak - naida,1.03,1,4,0,125.4,0,0,0,0,0,0,0,0,0,0
2023-07-02,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,ретаргетинг - мастерслух,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-02,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки,2.48,1,2,0,64.2,0,0,0,0,0,0,0,0,0,0
2023-07-03,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak,10.38,2,7,3,147.44,0,0,0,0,0,0,0,0,0,0
2023-07-03,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,siemens,36.99,6,16,6,719.29,0,0,0,0,0,0,0,0,0,0
2023-07-03,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak - bolero,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-03,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,ретаргетинг - мастерслух,5.71,1,1,0,173.43,0,0,0,0,0,0,0,0,0,0
2023-07-03,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки,1.12,1,2,0,65.33,0,0,0,0,0,0,0,0,0,0
2023-07-03,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки 13,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-03,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки 312,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-04,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-04,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak,4.76,1,4,2,41.19,0,0,0,0,0,0,0,0,0,0
2023-07-04,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,siemens,18.78,5,14,0,437.23,0,0,0,0,0,0,0,0,0,0
2023-07-04,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-04,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,слуховые аппараты,103.36,2,8,0,240.38,0,0,0,0,0,0,0,0,0,0
2023-07-04,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,батарейки,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-04,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,ретаргетинг - мастерслух,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-04,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-04,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,слуховые аппараты,34.56,6,13,1,679.89,0,0,0,0,0,0,0,0,0,0
2023-07-04,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,батарейки,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-04,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-04,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки 675,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-05,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak,2.69,1,2,0,48.06,0,0,0,0,1,1,0,0,1,1
2023-07-05,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,siemens,30.16,3,11,4,368.43,0,0,0,0,0,0,0,0,0,0
2023-07-05,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,widex,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-05,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak - naida,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-05,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-05,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,слуховые аппараты,151.08,4,11,6,279.14,0,0,0,0,0,0,0,0,0,0
2023-07-05,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,батарейки,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-05,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,ретаргетинг - мастерслух,6.04,2,2,1,96.19,0,0,0,0,0,0,0,0,0,0
2023-07-05,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-05,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,слуховые аппараты,54.27,9,16,5,602.94,0,0,0,0,0,0,0,0,0,0
2023-07-05,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,батарейки,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-05,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки 675,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-06,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak,9.66,3,8,0,236.37,0,0,0,0,0,0,0,0,0,0
2023-07-06,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,siemens,10.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-06,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-06,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,слуховые аппараты,141.56,1,2,1,111.14,0,0,0,0,0,0,0,0,0,0
2023-07-06,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,батарейки,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-06,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,ретаргетинг - мастерслух,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-06,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-06,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,слуховые аппараты,40.02,2,4,0,103.73,0,0,0,0,0,0,0,0,0,0
2023-07-06,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-06,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки 13,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-06,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки 675,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,siemens,21.84,3,8,0,227.99,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak - baseo,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak - bolero,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak - naida,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,signia,1.03,1,4,4,56.48,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,signia - motion,1,1,1,0,36.35,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,ремаркетинг - widex,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,слуховые аппараты,87.28,5,15,4,973.77,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,ретаргетинг - мастерслух,3.79,1,2,0,26.79,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,слуховые аппараты,20.39,3,7,2,331.22,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,батарейки,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak,3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,siemens,27.42,3,5,3,178.53,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,widex,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,siemens - motion,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,signia - motion,1.02,1,1,0,45.36,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,слуховые аппараты,101.2,3,14,8,193.53,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,батарейки,8.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,мастерслух - слуховые аппараты,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,ретаргетинг - мастерслух,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,слуховые аппараты,50.08,4,11,2,290.35,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,батарейки,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки,3.97,1,2,2,88.03,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,ремаркетинг - батарейки,1.27,1,2,1,43.63,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки 13,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки 312,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки 675,1.23,1,4,3,41.57,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,siemens,5.27,2,6,2,114.29,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,widex,1.8,1,1,0,43.24,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak - naida,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,siemens - motion,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,слуховые аппараты,56.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,батарейки,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,мастерслух - батарейки,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,ретаргетинг - мастерслух,2.23,1,1,0,143.04,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,слуховые аппараты,44.15,2,2,0,135.49,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки,3.05,1,2,2,89.68,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки 312,4.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-09,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки 675,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-10,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-10,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-10,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,siemens,9.56,1,4,0,113.04,0,0,0,0,0,0,0,0,0,0
2023-07-10,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,widex,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-10,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak - audeo - m-r,1.03,1,4,1,42.67,0,0,0,0,0,0,0,0,0,0
2023-07-10,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak - bolero,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-10,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak - naida,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-10,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak - sky,1.04,1,1,1,87.47,0,0,0,0,0,0,0,0,0,0
2023-07-10,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,signia,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-10,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,signia - motion,0.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-10,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-10,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,слуховые аппараты,116.85,4,8,4,348.59,0,0,0,0,0,0,0,0,0,0
2023-07-10,SEARCH,[галерея] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,батарейки,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-10,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,мастерслух - слуховые аппараты,1.66,1,2,0,13.35,0,0,0,0,0,0,0,0,0,0
2023-07-10,SEARCH,[поиск] Бренд. ТГ,TEXT_CAMPAIGN,ретаргетинг - мастерслух,2.71,2,4,0,223.55,0,0,0,0,0,0,0,0,0,0
2023-07-10,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-10,SEARCH,[поиск] Фид. ДО,DYNAMIC_TEXT_CAMPAIGN,слуховые аппараты,69.16,6,9,1,577.31,0,0,0,0,0,0,0,0,0,0
2023-07-10,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-10,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-10,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки 13,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-10,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки 675,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-10,SEARCH,[поиск] Батарейки. ТГ,TEXT_CAMPAIGN,батарейки signia,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-11,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-11,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-11,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,widex,1,1,6,4,37.26,1,1,0,0,0,0,0,0,1,1
2023-07-11,SEARCH,[поиск] Слуховые аппараты. Вендоры. ТГ,TEXT_CAMPAIGN,phonak - audeo - m,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
