Date,AdNetworkType,Device,CampaignId,CampaignName,AdGroupName,AdGroupId,AdId,Cost,Impressions,Clicks,Sessions,Bounces,Conversions_285608565_AUTO,Conversions_260822790_AUTO,Conversions_260822845_AUTO,Conversions_257359290_AUTO,Conversions_256317730_AUTO,Conversions_258739012_AUTO
2024-04-01,SEARCH,DESKTOP,107880029,поиск \ техника мтз \ регионы,малогабаритная техника,5409189157,15883344949,68.75,19,4,4,0,--,--,--,--,--,--
2024-04-01,SEARCH,DESKTOP,107880029,поиск \ техника мтз \ регионы,тракторы класс 1.4,5409189158,15883344950,294.27,43,10,8,3,--,--,--,--,--,--
2024-04-01,SEARCH,DESKTOP,107880029,поиск \ техника мтз \ регионы,тракторы класс 1.4,5409189158,15883344951,28.17,26,1,1,0,--,--,--,--,--,--
2024-04-01,SEARCH,DESKTOP,107880029,поиск \ техника мтз \ регионы,тракторы класс 2.0,5409189159,15883344952,31.07,9,1,1,0,--,--,--,--,--,--
2024-04-01,SEARCH,DESKTOP,107880029,поиск \ техника мтз \ регионы,тракторы класс 2.0,5409189159,15883344953,0,4,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,DESKTOP,107880029,поиск \ техника мтз \ регионы,тракторы класс 3.0,5409189160,15883344954,59.77,11,2,1,1,--,--,--,--,--,--
2024-04-01,SEARCH,DESKTOP,107880029,поиск \ техника мтз \ регионы,тракторы класс 3.0,5409189160,15883344955,0,3,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,DESKTOP,107880029,поиск \ техника мтз \ регионы,тракторы класс 5.0,5409189161,15883344956,0,4,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,DESKTOP,107880029,поиск \ техника мтз \ регионы,тракторы гусеничные,5409189162,15883344958,0,1,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,DESKTOP,107880029,поиск \ техника мтз \ регионы,тракторы гусеничные,5409189162,15883344959,0,3,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,DESKTOP,107880029,поиск \ техника мтз \ регионы,экскаваторы,5410566813,15892787481,0,1,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,DESKTOP,107880029,поиск \ техника мтз \ регионы,экскаваторы,5410566813,15892787482,0,1,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,DESKTOP,108451485,поиск \ техника мтз \ поволжье,тракторы,5418084311,15937260774,13.45,1,1,1,0,--,--,--,--,--,--
2024-04-01,SEARCH,DESKTOP,108451485,поиск \ техника мтз \ поволжье,тракторы,5418084311,15937260775,0,6,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,DESKTOP,108451485,поиск \ техника мтз \ поволжье,тракторы,5418084311,15937260776,0,1,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,DESKTOP,108451485,поиск \ техника мтз \ поволжье,малогабаритная техника,5418084312,15937260777,5.68,8,1,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,DESKTOP,108451485,поиск \ техника мтз \ поволжье,малогабаритная техника,5418084312,15937260778,0,1,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,DESKTOP,108451485,поиск \ техника мтз \ поволжье,малогабаритная техника,5418084312,15937260779,0,2,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,DESKTOP,108451485,поиск \ техника мтз \ поволжье,тракторы 1.4,5418084313,15937260780,10.73,10,1,1,1,--,--,--,--,--,--
2024-04-01,SEARCH,DESKTOP,108451485,поиск \ техника мтз \ поволжье,тракторы 3.0,5418084315,15937260784,5.45,5,1,1,1,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,главная,5409189153,15883344937,158.15,7,2,1,0,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,главная,5409189153,15883344938,185.13,60,3,3,1,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,главная,5409189153,15883344939,0,4,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,тракторы,5409189155,15883344942,130.18,13,1,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,тракторы,5409189155,15883344943,254.12,89,12,12,0,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,тракторы,5409189155,15883344944,38.86,34,3,4,0,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,малогабаритная техника,5409189157,15883344947,354.88,75,14,14,2,1,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,малогабаритная техника,5409189157,15883344948,368.86,36,13,12,3,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,малогабаритная техника,5409189157,15883344949,285,47,12,11,2,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,тракторы класс 1.4,5409189158,15883344950,234.34,138,10,10,2,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,тракторы класс 1.4,5409189158,15883344951,242.3,73,10,11,1,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,тракторы класс 2.0,5409189159,15883344952,19.57,32,2,2,0,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,тракторы класс 2.0,5409189159,15883344953,25.49,11,1,1,0,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,тракторы класс 3.0,5409189160,15883344954,152.28,19,5,5,0,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,тракторы класс 3.0,5409189160,15883344955,0,1,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,тракторы класс 5.0,5409189161,15883344956,0,3,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,тракторы гусеничные,5409189162,15883344958,0,3,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,тракторы гусеничные,5409189162,15883344959,48.33,13,2,2,2,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,экскаваторы,5410566813,15892787481,12.58,4,1,1,0,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,экскаваторы,5410566813,15892787482,14.13,9,1,1,0,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,108451485,поиск \ техника мтз \ поволжье,главная,5418084309,15937260770,0,1,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,108451485,поиск \ техника мтз \ поволжье,главная,5418084309,15937260771,0,1,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,108451485,поиск \ техника мтз \ поволжье,тракторы,5418084311,15937260774,0,5,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,108451485,поиск \ техника мтз \ поволжье,тракторы,5418084311,15937260775,0,5,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,108451485,поиск \ техника мтз \ поволжье,тракторы,5418084311,15937260776,3.34,9,1,1,0,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,108451485,поиск \ техника мтз \ поволжье,малогабаритная техника,5418084312,15937260777,118.86,83,12,14,0,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,108451485,поиск \ техника мтз \ поволжье,малогабаритная техника,5418084312,15937260778,0,5,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,108451485,поиск \ техника мтз \ поволжье,малогабаритная техника,5418084312,15937260779,10.68,7,1,1,0,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,108451485,поиск \ техника мтз \ поволжье,тракторы 1.4,5418084313,15937260780,0,15,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,108451485,поиск \ техника мтз \ поволжье,тракторы 1.4,5418084313,15937260781,0,2,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,108451485,поиск \ техника мтз \ поволжье,тракторы 2.0,5418084314,15937260782,0,3,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,108451485,поиск \ техника мтз \ поволжье,тракторы 2.0,5418084314,15937260783,0,1,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,108451485,поиск \ техника мтз \ поволжье,тракторы 3.0,5418084315,15937260784,0,1,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,108451485,поиск \ техника мтз \ поволжье,тракторы гусеничные,5418084317,15937260788,0,1,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,MOBILE,108451485,поиск \ техника мтз \ поволжье,тракторы гусеничные,5418084317,15937260789,0,1,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,TABLET,107880029,поиск \ техника мтз \ регионы,главная,5409189153,15883344937,0,1,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,TABLET,107880029,поиск \ техника мтз \ регионы,главная,5409189153,15883344938,0,1,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,TABLET,107880029,поиск \ техника мтз \ регионы,тракторы,5409189155,15883344943,0,6,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,TABLET,107880029,поиск \ техника мтз \ регионы,малогабаритная техника,5409189157,15883344948,0,3,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,TABLET,107880029,поиск \ техника мтз \ регионы,малогабаритная техника,5409189157,15883344949,25.72,5,1,1,1,--,--,--,--,--,--
2024-04-01,SEARCH,TABLET,107880029,поиск \ техника мтз \ регионы,тракторы класс 1.4,5409189158,15883344950,0,7,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,TABLET,107880029,поиск \ техника мтз \ регионы,тракторы класс 1.4,5409189158,15883344951,0,3,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,TABLET,107880029,поиск \ техника мтз \ регионы,экскаваторы,5410566813,15892787482,131.87,1,1,1,1,--,--,--,--,--,--
2024-04-01,SEARCH,TABLET,108451485,поиск \ техника мтз \ поволжье,тракторы,5418084311,15937260775,0,1,0,0,0,--,--,--,--,--,--
2024-04-01,SEARCH,TABLET,108451485,поиск \ техника мтз \ поволжье,малогабаритная техника,5418084312,15937260777,0,2,0,0,0,--,--,--,--,--,--
2024-04-02,AD_NETWORK,DESKTOP,107567069,рся \ тд-мтз \ юг,тд мтз,5403816797,15850694864,0,2,0,0,0,--,--,--,--,--,--
2024-04-02,AD_NETWORK,DESKTOP,107567069,рся \ тд-мтз \ юг,тд мтз,5403816797,15850694866,0,2,0,0,0,--,--,--,--,--,--
2024-04-02,AD_NETWORK,DESKTOP,107567069,рся \ тд-мтз \ юг,тд мтз,5403816797,15850694867,0,1,0,0,0,--,--,--,--,--,--
2024-04-02,AD_NETWORK,DESKTOP,107567069,рся \ тд-мтз \ юг,тд мтз,5403816797,15850694868,3.71,88,1,1,0,--,--,--,--,--,--
2024-04-02,AD_NETWORK,DESKTOP,107567069,рся \ тд-мтз \ юг,субсидия,5405820959,15862699463,0,31,0,0,0,--,--,--,--,--,--
2024-04-02,AD_NETWORK,DESKTOP,107567069,рся \ тд-мтз \ юг,субсидия,5405820959,15862699467,0,14,0,0,0,--,--,--,--,--,--
2024-04-02,AD_NETWORK,DESKTOP,107567069,рся \ тд-мтз \ юг,субсидия,5405820959,15862699469,0,51,0,0,0,--,--,--,--,--,--
2024-04-02,AD_NETWORK,DESKTOP,107568650,рся \ тд-мтз \ поволжье,тд мтз,5403829399,15850953530,0,3,0,0,0,--,--,--,--,--,--
2024-04-02,AD_NETWORK,DESKTOP,107568650,рся \ тд-мтз \ поволжье,тд мтз,5403829399,15850953532,0,3,0,0,0,--,--,--,--,--,--
2024-04-02,AD_NETWORK,DESKTOP,107568650,рся \ тд-мтз \ поволжье,тд мтз,5403829399,15850953533,0,3,0,0,0,--,--,--,--,--,--
2024-04-02,AD_NETWORK,DESKTOP,107568650,рся \ тд-мтз \ поволжье,тд мтз,5403829399,15850953534,0,102,0,0,0,--,--,--,--,--,--
2024-04-02,AD_NETWORK,DESKTOP,107568650,рся \ тд-мтз \ поволжье,тд мтз,5403829399,15850953535,0,1,0,0,0,--,--,--,--,--,--
2024-04-02,AD_NETWORK,MOBILE,107567069,рся \ тд-мтз \ юг,тд мтз,5403816797,15850694865,0,10,0,0,0,--,--,--,--,--,--
2024-04-02,AD_NETWORK,MOBILE,107567069,рся \ тд-мтз \ юг,тд мтз,5403816797,15850694866,0,39,0,0,0,--,--,--,--,--,--
2024-04-02,AD_NETWORK,MOBILE,107567069,рся \ тд-мтз \ юг,тд мтз,5403816797,15850694867,18.8,11,1,1,1,--,--,--,--,--,--
2024-04-02,AD_NETWORK,MOBILE,107567069,рся \ тд-мтз \ юг,тд мтз,5403816797,15850694868,5.93,57,1,1,0,--,--,--,--,--,--
2024-04-02,AD_NETWORK,MOBILE,107567069,рся \ тд-мтз \ юг,тд мтз,5403816797,15850694869,0,1,0,0,0,--,--,--,--,--,--
2024-04-02,AD_NETWORK,MOBILE,107567069,рся \ тд-мтз \ юг,субсидия,5405820959,15862699464,0,8,0,0,0,--,--,--,--,--,--
2024-04-02,AD_NETWORK,MOBILE,107567069,рся \ тд-мтз \ юг,субсидия,5405820959,15862699466,0,4,0,0,0,--,--,--,--,--,--
2024-04-02,AD_NETWORK,MOBILE,107567069,рся \ тд-мтз \ юг,субсидия,5405820959,15862699470,9.16,13,1,1,0,--,--,--,--,--,--
2024-04-02,AD_NETWORK,MOBILE,107567069,рся \ тд-мтз \ юг,субсидия,5405820959,15862699471,17.34,10,1,1,0,--,--,--,--,--,--
2024-04-02,AD_NETWORK,MOBILE,107568650,рся \ тд-мтз \ поволжье,тд мтз,5403829399,15850953530,0,2,0,0,0,--,--,--,--,--,--
2024-04-02,AD_NETWORK,MOBILE,107568650,рся \ тд-мтз \ поволжье,тд мтз,5403829399,15850953531,0,2,0,0,0,--,--,--,--,--,--
2024-04-02,AD_NETWORK,MOBILE,107568650,рся \ тд-мтз \ поволжье,тд мтз,5403829399,15850953532,3.72,3,1,1,0,--,--,--,--,--,--
2024-04-02,AD_NETWORK,MOBILE,107568650,рся \ тд-мтз \ поволжье,тд мтз,5403829399,15850953533,132.08,58,8,8,1,--,--,--,--,--,--
2024-04-02,AD_NETWORK,MOBILE,107568650,рся \ тд-мтз \ поволжье,тд мтз,5403829399,15850953535,34.57,19,1,1,0,--,--,--,--,--,--
2024-04-02,SEARCH,DESKTOP,107880029,поиск \ техника мтз \ регионы,главная,5409189153,15883344937,103.56,14,2,2,0,--,--,--,--,--,--
2024-04-02,SEARCH,DESKTOP,107880029,поиск \ техника мтз \ регионы,главная,5409189153,15883344938,32.31,25,2,3,2,--,--,--,--,--,--
2024-04-02,SEARCH,DESKTOP,107880029,поиск \ техника мтз \ регионы,главная,5409189153,15883344939,32.36,5,1,1,0,--,--,--,--,--,--
2024-04-02,SEARCH,DESKTOP,107880029,поиск \ техника мтз \ регионы,тракторы,5409189155,15883344942,14.17,6,2,3,0,--,--,--,--,--,--
2024-04-02,SEARCH,DESKTOP,107880029,поиск \ техника мтз \ регионы,тракторы,5409189155,15883344943,272.61,56,12,8,1,--,--,--,--,--,--
2024-04-02,SEARCH,DESKTOP,107880029,поиск \ техника мтз \ регионы,тракторы,5409189155,15883344944,0,10,0,0,0,--,--,--,--,--,--
2024-04-02,SEARCH,DESKTOP,107880029,поиск \ техника мтз \ регионы,малогабаритная техника,5409189157,15883344947,5.48,9,1,1,0,--,--,--,--,--,--
2024-04-02,SEARCH,DESKTOP,107880029,поиск \ техника мтз \ регионы,малогабаритная техника,5409189157,15883344948,117.43,26,8,8,0,--,--,--,--,--,--
2024-04-02,SEARCH,DESKTOP,107880029,поиск \ техника мтз \ регионы,малогабаритная техника,5409189157,15883344949,165.31,40,8,8,1,--,--,--,--,--,--
2024-04-02,SEARCH,DESKTOP,107880029,поиск \ техника мтз \ регионы,тракторы класс 1.4,5409189158,15883344950,98.96,67,3,3,1,--,--,--,--,--,--
2024-04-02,SEARCH,DESKTOP,107880029,поиск \ техника мтз \ регионы,тракторы класс 1.4,5409189158,15883344951,104.46,21,3,4,1,--,--,--,--,--,--
2024-04-02,SEARCH,DESKTOP,107880029,поиск \ техника мтз \ регионы,тракторы класс 2.0,5409189159,15883344952,75.97,17,3,3,1,--,--,--,--,--,--
2024-04-02,SEARCH,DESKTOP,107880029,поиск \ техника мтз \ регионы,тракторы класс 2.0,5409189159,15883344953,0,5,0,0,0,--,--,--,--,--,--
2024-04-02,SEARCH,DESKTOP,107880029,поиск \ техника мтз \ регионы,тракторы класс 3.0,5409189160,15883344954,27.78,13,1,1,0,--,--,--,--,--,--
2024-04-02,SEARCH,DESKTOP,107880029,поиск \ техника мтз \ регионы,тракторы класс 3.0,5409189160,15883344955,0,2,0,0,0,--,--,--,--,--,--
2024-04-02,SEARCH,DESKTOP,107880029,поиск \ техника мтз \ регионы,тракторы класс 5.0,5409189161,15883344956,0,3,0,0,0,--,--,--,--,--,--
2024-04-02,SEARCH,DESKTOP,107880029,поиск \ техника мтз \ регионы,тракторы класс 5.0,5409189161,15883344957,0,1,0,0,0,--,--,--,--,--,--
2024-04-02,SEARCH,DESKTOP,107880029,поиск \ техника мтз \ регионы,тракторы гусеничные,5409189162,15883344959,63.13,5,2,2,0,--,--,--,--,--,--
2024-04-02,SEARCH,DESKTOP,107880029,поиск \ техника мтз \ регионы,экскаваторы,5410566813,15892787481,53.56,4,1,1,0,--,--,--,--,--,--
2024-04-02,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,главная,5409189153,15883344937,163.45,16,3,3,1,--,--,--,--,--,--
2024-04-02,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,главная,5409189153,15883344938,129.7,70,5,4,0,--,--,--,--,--,--
2024-04-02,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,главная,5409189153,15883344939,28.54,18,2,2,0,--,--,--,--,--,--
2024-04-02,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,тракторы,5409189155,15883344942,8.98,20,1,1,0,--,--,--,--,--,--
2024-04-02,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,тракторы,5409189155,15883344943,168.72,131,15,19,4,--,--,--,--,--,--
2024-04-02,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,тракторы,5409189155,15883344944,5.07,32,1,1,0,--,--,--,--,--,--
2024-04-02,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,малогабаритная техника,5409189157,15883344947,231.74,96,9,8,1,--,--,--,--,--,--
2024-04-02,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,малогабаритная техника,5409189157,15883344948,304.43,107,27,31,0,--,--,--,--,--,--
2024-04-02,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,малогабаритная техника,5409189157,15883344949,302.59,133,17,17,1,--,--,--,--,--,--
2024-04-02,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,тракторы класс 1.4,5409189158,15883344950,230.39,221,15,15,5,--,--,--,--,--,--
2024-04-02,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,тракторы класс 1.4,5409189158,15883344951,105.01,96,4,4,2,--,--,--,--,--,--
2024-04-02,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,тракторы класс 2.0,5409189159,15883344952,103.35,48,6,6,2,--,--,--,--,--,--
2024-04-02,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,тракторы класс 2.0,5409189159,15883344953,76.99,28,3,3,1,--,--,--,--,--,--
2024-04-02,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,тракторы класс 3.0,5409189160,15883344954,35.92,17,2,2,0,--,--,--,--,--,--
2024-04-02,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,тракторы класс 3.0,5409189160,15883344955,17.15,8,1,1,0,--,--,--,--,--,--
2024-04-02,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,тракторы класс 5.0,5409189161,15883344956,10.77,12,1,1,0,--,--,--,--,--,--
2024-04-02,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,тракторы гусеничные,5409189162,15883344958,0,4,0,0,0,--,--,--,--,--,--
2024-04-02,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,тракторы гусеничные,5409189162,15883344959,2.92,21,1,1,0,--,--,--,--,--,--
2024-04-02,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,экскаваторы,5410566813,15892787481,0,14,0,0,0,--,--,--,--,--,--
2024-04-02,SEARCH,MOBILE,107880029,поиск \ техника мтз \ регионы,экскаваторы,5410566813,15892787482,54.55,9,2,3,0,--,--,--,--,--,--
2024-04-02,SEARCH,TABLET,107880029,поиск \ техника мтз \ регионы,тракторы,5409189155,15883344943,0,8,0,0,0,--,--,--,--,--,--
2024-04-02,SEARCH,TABLET,107880029,поиск \ техника мтз \ регионы,тракторы,5409189155,15883344944,0,1,0,0,0,--,--,--,--,--,--
2024-04-02,SEARCH,TABLET,107880029,поиск \ техника мтз \ регионы,малогабаритная техника,5409189157,15883344947,0,4,0,0,0,--,--,--,--,--,--
2024-04-02,SEARCH,TABLET,107880029,поиск \ техника мтз \ регионы,малогабаритная техника,5409189157,15883344948,15.51,4,1,1,0,--,--,--,--,--,--
2024-04-02,SEARCH,TABLET,107880029,поиск \ техника мтз \ регионы,малогабаритная техника,5409189157,15883344949,9.52,12,1,1,0,--,--,--,--,--,--
2024-04-02,SEARCH,TABLET,107880029,поиск \ техника мтз \ регионы,тракторы класс 1.4,5409189158,15883344950,0,11,0,0,0,--,--,--,--,--,--
2024-04-02,SEARCH,TABLET,107880029,поиск \ техника мтз \ регионы,тракторы класс 1.4,5409189158,15883344951,0,3,0,0,0,--,--,--,--,--,--
2024-04-02,SEARCH,TABLET,107880029,поиск \ техника мтз \ регионы,тракторы класс 3.0,5409189160,15883344954,0,1,0,0,0,--,--,--,--,--,--
2024-04-02,SEARCH,TABLET,107880029,поиск \ техника мтз \ регионы,тракторы гусеничные,5409189162,15883344959,0,1,0,0,0,--,--,--,--,--,--
